DATE_CREATED,SHIFT_NAME,PART_SERIAL_NUMBER,MATERIAL_R3,MACHINE_ID,PRODUCTION_ORDER_ID,SEQUENCE,DESCRIPTION,CODE,MATERIAL_COST
12/30/2025,early,174137401930165,01-741374-01-20,1813,20963848,360,Automatical optical check NOK,275,15.143
3/9/2026,early,174056904310894,01-740569-04-00,1808,20963774,360,Process error,596,15.62
4/3/2026,EARLY,174282601498281,01-742826-01-10,1813,20963537,90,Final Test Radar NOK,635,1.016
11/25/2025,late,174056904433325,01-740569-04-00,1794,20963569,80,Final Test Radar NOK,635,15.637
3/4/2026,early,174057004124647,01-740570-04-00,1792,20963797,20,Final Test Radar NOK,635,17.202
11/28/2025,early,100792205762002,01-007922-05-10,2010,20963045,30,Miscellaneous Defects,129,20.46
2/13/2026,early,174056904817002,01-740569-04-00,1792,20963741,70,Solder paste inspection NOK,680,15.619
11/21/2025,night,174056904203365,01-740569-04-00,1802,20963364,50,Final Test Radar NOK,635,15.646
11/2/2025,night,100814205295200,01-008142-05-10,2026,20963797,180,Electrical fault,25,20.45
12/26/2025,late,174282601457256,01-742826-01-10,1806,20963933,30,Final Test Radar NOK,635,1.014
4/10/2026,early,100814205516965,01-008142-05-10,1812,20963320,50,Final Test Radar NOK,635,
1/4/2026,Early,174056904631553,01-740569-04-00,1808,20963569,260,Final Test Radar NOK,635,15.65
12/12/2025,late,174282301679896,01-742823-01-00,1795,20963767,60,Barcode/datamatrix code quality NOK,488,15.466
11/2/2025,early,174137501393983,01-741375-01-00,1806,20963243,360,Heat stacking NOK,621,15.877
4/10/2026,late,174056904630930,01-740569-04-00,1795,20963887,180,Final Test Radar NOK,635,15.67
12/27/2025,Night,174056904817125,01-740569-04-00,1806,20963774,220,MES Error,640,15.642
3/25/2026,late,174057004725141,01-740570-04-00,2512,20963047,220,Final Test Radar NOK,635,17.268
12/7/2025,night,174056704389329,01-740567-04-00,2513,20963887,250,MES Error,640,15.621
11/2/2025,early ,174282401362773,01-742824-01-10,2483,20963611,40,MES Error,640,15.238
1/15/2026,early,174282501373951,01-742825-01-00,1813,20963578,360,Final Test Radar NOK,635,2.527
12/16/2025,night,174137401430569,01-741374-01-10,1808,20963623,260,Final Test Radar NOK,635,
4/25/2026,night,174056704325247,01-740567-04-00,1806,20963183,120,MES Error,640,15.633
4/27/2026,early,174056704537030,01-740567-04-00,1812,20963653,80,Solder paste inspection NOK,680,15.647
2/15/2026,early,174137501875643,01-741375-01-00,1808,20963611,120,MES Error,640,15.832
4/10/2026,night,100792205746233,01-007922-05-10,1792,20963685,70,Automatical optical check NOK,275,20.501
3/1/2026,early,174056904699569,01-740569-04-00,2026,20963741,20,Barcode/datamatrix code quality NOK,488,15.708
2/13/2026,night,174282401765105,01-742824-01-10,1795,20963223,110,MES Error,640,15.223
4/8/2026, late,174282301420015,01-742823-01-00,1808,20963767,90,Miscellaneous Defects,129,15.446
2/7/2026, late,174137501143993,01-741375-01-00,1808,20963301,30,,,15.918
12/11/2025, late,100792205740361,01-007922-05-10,2483,20963223,300,Machine system error test chamber,642,20.473
4/7/2026,night,174056904357485,01-740569-04-00,1813,20963741,50,Machine system error Label Verification,644,15.645
1/1/2026,night,100792205309776,01-007922-05-10,1807,20963183,360,Solder paste inspection NOK,680,20.452
12/6/2025,early,174056704486715,01-740567-04-00,1795,20963887,60,MES Error,640,15.628
3/1/2026,night,100792205479430,01-007922-05-10,1795,20963183,220,Automatical optical check NOK,275,20.499
4/26/2026,EARLY,174137401643269,01-741374-01-20,1804,20963452,110,Machine Error,599,15.066
12/19/2025,night,174282401293813,01-742824-01-10,1795,20963248,40,MES Error,640,15.174
1/30/2026,early,174056704568383,01-740567-04-00,2026,20963119,260,Process error,596,15.669
1/2/2026,night,174056904242079,01-740569-04-00,2010,20963741,70,Automatical optical check NOK,275,15.652
3/18/2026,night,174056904720301,01-740569-04-00,1812,20963774,50,Machine system error Label Verification,644,15.632
3/31/2026,EARLY,174056904693868,01-740569-04-00,1807,20963364,230,Final Test Radar NOK,635,15.672
11/14/2025,late,174137401499783,01-741374-01-20,1806,20963848,240,Milling NOK,638,15.07
1/28/2026,night,174282301341085,01-742823-01-00,1814,20963245,80,Miscellaneous Defects,129,15.438
1/28/2026,night,174056804266652,01-740568-04-00,1804,20963114,20,Final Test Radar NOK,635,11.623
1/16/2026,night,100792205428403,01-007922-05-10,1808,20963223,60,Miscellaneous Defects,129,20.526
2/9/2026,early,174137401108454,01-741374-01-20,1814,20963452,50,Milling NOK,638,15.119
1/5/2026,night ,174137401993050,01-741374-01-10,1794,20963638,180,Final Test Radar NOK,635,15.67
1/12/2026,night,174137401830316,01-741374-01-20,2483,20963452,300,Process error,596,15.139
11/21/2025,early,174057004764000,01-740570-04-00,1802,20963047,230,MES Error,640,17.256
1/14/2026,night,174056904160116,01-740569-04-00,1813,20963774,190,Final Test Radar NOK,635,15.667
1/11/2026,late,174137401445426,01-741374-01-20,2026,20963114,230,Automatical optical check NOK,275,15.14
3/26/2026,Early,174056904201546,01-740569-04-00,1807,20963674,250,Electrical fault,25,15.648
12/14/2025,early,174056804125611,01-740568-04-00,1794,20963578,90,MES Error,640,11.661
1/16/2026,late,174056704186554,01-740567-04-00,2513,20963887,300,Automatical optical check NOK,275,15.636
3/25/2026,night,174282501246298,01-742825-01-00,1807,20963320,190,Automatical optical check NOK,275,2.598
11/21/2025,night,100792205713805,01-007922-05-10,1812,20963183,100,Machine system error Label Verification,644,20.482
11/20/2025,night,174056904742191,01-740569-04-00,2026,20963741,70,,129,15.698
12/18/2025,early,174282501554949,01-742825-01-00,2513,20963066,100,Final Test Radar NOK,635,2.604
3/23/2026,late,100792205972838,01-007922-05-10,2483,20963223,110,Final Test Radar NOK,635,20.453
4/6/2026,night,174056904453215,01-740569-04-00,1802,20963050,100,Press fit NOK,620,15.688
4/15/2026,Early,174137401575214,01-741374-01-10,1812,20963638,60,Final Test Radar NOK,635,15.647
1/17/2026,early,174056704587506,01-740567-04-00,1795,20963119,180,Automatical optical check NOK,275,15.65
11/5/2025,night,174282601488968,01-742826-01-10,1808,20963537,120,Final Test Radar NOK,635,
1/28/2026,late,100792205269316,01-007922-05-10,1795,20963712,100,Machine system error Label Verification,644,20.476
3/30/2026,night,174056904672079,01-740569-04-00,1808,20963569,360,Final Test Radar NOK,635,15.666
3/3/2026,late,174056804150252,01-740568-04-00,1807,20963066,20,Machine system error test chamber,642,11.663
11/14/2025,Late,174137501767399,01-741375-01-00,2513,20963611,70,Machine system error Label Verification,644,15.842
3/30/2026,late,174137401295268,01-741374-01-20,1806,20963848,50,Final Test Radar NOK,635,15.109
11/7/2025,late,174056904938501,01-740569-04-00,1807,20963569,220,Automatical optical check NOK,275,15.657
1/31/2026,early,174282501505132,01-742825-01-00,2026,20963320,100,Final Test Radar NOK,635,2.578
3/17/2026,early,174137501172371,01-741375-01-00,2513,20963301,30,Final Test Radar NOK,635,15.861
3/14/2026,night,174137401241822,01-741374-01-10,2483,20963047,60,Machine system error Label Verification,644,15.702
1/22/2026,early,100814205381249,01-008142-05-10,2483,20963253,180,Final Test Radar NOK,635,20.447
1/13/2026,night,174282501792232,01-742825-01-00,1794,20963066,40,Final Test Radar NOK,635,2.592
11/3/2025,night,174282301546375,01-742823-01-00,1804,20963114,180,Final Test Radar NOK,635,15.476
3/19/2026,late,100792205695736,01-007922-05-10,2483,20963045,120,Final Test Radar NOK,635,20.481
11/24/2025,early,100814205802059,01-008142-05-10,2483,20963109,20,Final Test Radar NOK,635,20.449
4/16/2026,NIGHT,174057004218238,01-740570-04-00,1812,20963100,250,Miscellaneous Defects,129,17.205
3/18/2026,early,174056904639907,01-740569-04-00,2512,20963050,220,Automatical optical check NOK,275,15.614
11/18/2025,night,174137401971044,01-741374-01-10,1795,20963623,60,Machine system error test chamber,642,15.64
3/30/2026,late,100792205884923,01-007922-05-10,1812,20963223,360,Automatical optical check NOK,275,20.531
12/15/2025,night,100814205976651,01-008142-05-10,1813,20963537,360,Final Test Radar NOK,635,20.491
2/17/2026,night,174056904867333,01-740569-04-00,2483,20963569,80,Barcode/datamatrix code quality NOK,488,
1/15/2026,night,174137401570836,01-741374-01-10,1804,20963638,190,Final Test Radar NOK,635,15.677
2/14/2026,late,174056704512842,01-740567-04-00,1806,20963887,230,,275,15.656
12/13/2025,night,174282301500016,01-742823-01-00,1806,20963245,100,Final Test Radar NOK,635,15.48
1/7/2026,night,174056904743512,01-740569-04-00,1808,20963674,30,Final Test Radar NOK,635,15.648
2/14/2026,early,174057004420140,01-740570-04-00,1806,20963100,240,Final Test Radar NOK,635,17.231
4/20/2026,night,174137501236850,01-741375-01-00,2010,20963243,250,MES Error,640,15.841
3/16/2026,night,174056904200839,01-740569-04-00,2513,20963774,300,Automatical optical check NOK,275,15.664
1/6/2026,late,174056904745262,01-740569-04-00,2010,20963569,80,Final Test Radar NOK,635,15.625
12/30/2025,early,174056904182423,01-740569-04-00,2483,20963050,50,Automatical optical check NOK ,275,15.686
2/2/2026,LATE,174282301667472,01-742823-01-00,1813,20963245,120,Final Test Radar NOK,635,15.44
12/21/2025,late,174282501239976,01-742825-01-00,1813,20963774,180,Final Test Radar NOK,635,2.557
2/4/2026,early,100792205875626,01-007922-05-10,1814,20963638,20,lower limit violation,819,20.484
12/18/2025,EARLY,174057004200790,01-740570-04-00,1795,20963933,120,Automatical optical check NOK,275,17.246
1/11/2026,night,174056904174316,01-740569-04-00,1792,20963741,80,MES Error,640,15.703
4/9/2026,late,174282501366570,01-742825-01-00,2483,20963066,190,MES Error,640,2.592
1/18/2026,night,174057004569045,01-740570-04-00,1812,20963933,100,Connection Error,602,17.273
12/5/2025,EARLY,174056904969097,01-740569-04-00,1806,20963774,40,Final Test Radar NOK,635,15.685
2/12/2026,late,100814205525704,01-008142-05-10,1794,20963253,300,Machine system error test chamber,642,20.487
4/1/2026,night,174056704763984,01-740567-04-00,1802,20963452,250,Machine system error test chamber,642,15.629
12/28/2025,early,100792205144821,01-007922-05-10,2483,20963537,190,Automatical optical check NOK,275,20.466
3/18/2026,late,174056904788056,01-740569-04-00,1794,20963741,180,Process error,596,15.649
3/25/2026,night,174056704918859,01-740567-04-00,2512,20963653,90,Final Test Radar NOK,635,15.686
3/22/2026,night,174056904430664,01-740569-04-00,2512,20963050,110,,638,15.666
1/6/2026,late,174056904962276,01-740569-04-00,2513,20963774,50,MES Error,640,15.706
3/3/2026,night,100792205789237,01-007922-05-10,2483,20963685,190,Miscellaneous Defects,129,20.514
12/26/2025,late,100792205114600,01-007922-05-10,1812,20963685,50,Final Test Radar NOK,635,20.512
2/23/2026,LATE,174056904764849,01-740569-04-00,1794,20963569,100,Label position NOK,564,15.625
4/7/2026,early,100792205947935,01-007922-05-10,2513,20963685,250,Final Test Radar NOK,635,20.517
1/4/2026,late,174056904701885,01-740569-04-00,2026,20963569,220,Final Test Radar NOK,635,15.68
1/3/2026,late,174282401891636,01-742824-01-10,1794,20963774,260,Solder paste inspection NOK,680,15.203
11/27/2025,night,174282601289353,01-742826-01-10,1794,20963109,240,Final Test Radar NOK,635,0.945
4/27/2026,late,174056904912609,01-740569-04-00,1812,20963569,230,Final Test Radar NOK,635,15.71
2/6/2026, late,174282401205239,01-742824-01-10,2512,20963569,50,,,15.241
4/6/2026,night,174056904782872,01-740569-04-00,1792,20963050,180,Machine system error Label Verification,644,15.62
2/24/2026,early,174282501701056,01-742825-01-00,1804,20963066,250,Final Test Radar NOK,635,2.546
4/3/2026,late,174137401216349,01-741374-01-10,1806,20963623,260,Automatical optical check NOK,275,15.611
3/5/2026,night,100792205564943,01-007922-05-10,1804,20963045,20,Final Test Radar NOK,635,20.46
1/10/2026,night,174056904676768,01-740569-04-00,2026,20963364,110,Final Test Radar NOK,635,15.681
2/14/2026,night,174057004128223,01-740570-04-00,2512,20963047,80,MES Error,640,17.27
11/18/2025,late,174056904266786,01-740569-04-00,1802,20963050,100,Final Test Radar NOK,635,15.634
11/27/2025,late,174056904985447,01-740569-04-00,1802,20963569,250,Machine system error Label Verification,644,15.694
1/16/2026,early ,100792205582229,01-007922-05-10,2026,20963712,70,Solder paste inspection NOK,680,20.456
3/19/2026,late,174056904626236,01-740569-04-00,2026,20963569,60,Automatical optical check NOK,275,
2/17/2026,late,174056704748513,01-740567-04-00,1795,20963653,80,Automatical optical check NOK ,275,15.695
4/22/2026,night,174137401585548,01-741374-01-10,1794,20963638,90,,129,15.687
2/14/2026,early ,100792205225014,01-007922-05-10,2010,20963712,90,Solder paste inspection NOK,680,20.458
12/15/2025,night,174137401532592,01-741374-01-10,1806,20963712,50,Assemble/close housing failure,46,15.659
1/26/2026,early,174282601205149,01-742826-01-10,1807,20963109,250,Final Test Radar NOK,635,0.999
2/13/2026,early,174137501443367,01-741375-01-00,1814,20963301,90,Final Test Radar NOK,635,15.84
2/22/2026,late,174282601917192,01-742826-01-10,1804,20963109,300,Machine system error Label Verification,644,0.934
1/20/2026,night ,174056904226858,01-740569-04-00,1792,20963364,230,MES Error,640,15.693
11/15/2025,night,174137401500542,01-741374-01-10,1792,20963248,120,Automatical optical check NOK,275,15.635
1/17/2026,early,174056804248758,01-740568-04-00,1792,20963964,360,Milling NOK,638,
3/17/2026,late,174137501315078,01-741375-01-00,1807,20963243,360,Automatical optical check NOK,275,15.895
4/20/2026,late,174282301682789,01-742823-01-00,1792,20963245,250,Cleaning process error,618,15.389
3/26/2026,early,100792205516332,01-007922-05-10,1802,20963245,50,Automatical optical check NOK,275,20.487
4/18/2026,late,174137501575435,01-741375-01-00,2010,20963848,70,Final Test Radar NOK,635,15.856
12/23/2025,LATE,174056904723309,01-740569-04-00,1808,20963774,120,Final Test Radar NOK,635,15.701
11/19/2025,late,100792205858386,01-007922-05-10,1813,20963045,100,Final Test Radar NOK,635,20.515
12/19/2025,night,174056904387782,01-740569-04-00,1804,20963100,110,lower limit violation,819,15.663
2/7/2026,early,100814205993111,01-008142-05-10,1806,20963240,230,Automatical optical check NOK,275,20.479
12/28/2025,night,174057004279938,01-740570-04-00,2483,20963712,20,Final Test Radar NOK,635,17.22
12/21/2025,early,174282501858464,01-742825-01-00,1812,20963066,120,Final Test Radar NOK,635,2.519
12/6/2025,late,100792205923062,01-007922-05-10,2010,20963712,30,Electrical fault,25,20.456
2/1/2026,late,174282501604575,01-742825-01-00,2513,20963320,260,Barcode/datamatrix code quality NOK,488,2.53
4/26/2026,late,174137401878910,01-741374-01-10,1804,20963623,300,Automatical optical check NOK ,275,15.627
4/18/2026,early,174057004846261,01-740570-04-00,1807,20963223,70,,488,17.202
12/1/2025,night,100792205888680,01-007922-05-10,1792,20963045,40,MES Error,640,20.476
2/8/2026,late,174137401491835,01-741374-01-20,1795,20963452,220,MES Error,640,15.095
1/24/2026,night,174056904482923,01-740569-04-00,1792,20963674,260,Solder paste inspection NOK,680,15.642
2/26/2026,late,174056904599580,01-740569-04-00,2010,20963774,240,Final Test Radar NOK,635,15.639
12/28/2025,night,174056704647933,01-740567-04-00,1812,20963119,100,Final Test Radar NOK,635,15.656
3/19/2026,night,174056704999594,01-740567-04-00,1812,20963653,300,Electrical fault,25,15.642
3/29/2026,night,100814205881156,01-008142-05-10,1807,20963240,90,Solder paste inspection NOK,680,20.457
12/29/2025,night,174282301149334,01-742823-01-00,1792,20963119,180,Final Test Radar NOK,635,15.416
4/11/2026,night,174056904657742,01-740569-04-00,1813,20963569,230,Final Test Radar NOK,635,15.69
1/19/2026,late,174137401971412,01-741374-01-10,1814,20963638,30,Machine system error Label Verification,644,15.646
11/8/2025,night,174056904665892,01-740569-04-00,2513,20963741,60,Final Test Radar NOK,635,15.649
2/5/2026,night,100814205117444,01-008142-05-10,1804,20963797,190,Final Test Radar NOK,635,20.477
12/7/2025,early,174282401800318,01-742824-01-10,1813,20963304,110,Final Test Radar NOK,635,15.209
12/26/2025, late,100814205354368,01-008142-05-10,1813,20963797,40,Solder paste inspection NOK,680,20.473
3/16/2026,night,174137401911966,01-741374-01-20,1804,20963846,60,Dispensing sealant NOK,633,15.095
12/4/2025,night,174056904458955,01-740569-04-00,2010,20963364,100,Solder paste inspection NOK,680,15.658
11/22/2025,LATE,100814205935457,01-008142-05-10,1792,20963240,360,MES Error,640,20.467
2/27/2026,late,174056704798435,01-740567-04-00,1806,20963887,50,Assemble/close housing failure,46,15.681
3/2/2026,night,174137501169986,01-741375-01-00,1807,20963243,240,Final Test Radar NOK,635,15.919
4/1/2026,night,174056904554779,01-740569-04-00,2483,20963569,190,Milling NOK,638,15.707
11/30/2025,night,174282301796241,01-742823-01-00,2026,20963245,90,Check of fault status NOK,612,15.387
1/12/2026, late,174282501295646,01-742825-01-00,2512,20963320,30,Final Test Radar NOK,635,2.554
12/14/2025,early,174056804894586,01-740568-04-00,1807,20963674,40,Communication to PCBA failed,607,11.693
12/11/2025,late,174282501906297,01-742825-01-00,1806,20963320,30,Final Test Radar NOK,635,2.561
11/21/2025,night,174137401732622,01-741374-01-20,2010,20963848,90,MES Error,640,15.134
12/28/2025,night,174282501124394,01-742825-01-00,1795,20963320,240,Final Test Radar NOK,635,2.541
1/27/2026,early ,174282301782039,01-742823-01-00,1814,20963887,40,Check of fault status NOK,612,15.445
11/24/2025,LATE,174282501214143,01-742825-01-00,1813,20963066,90,Final Test Radar NOK,635,2.55
3/28/2026,night,100792205695402,01-007922-05-10,1794,20963685,100,MES Error,640,20.457
11/20/2025,night,174282301300553,01-742823-01-00,1804,20963301,230,Solder paste inspection NOK,680,15.435
12/25/2025,night,174282501116928,01-742825-01-00,2512,20963767,250,MES Error,640,2.553
12/8/2025,early,174282401333066,01-742824-01-10,2010,20963304,230,Miscellaneous Defects,129,15.151
11/23/2025,early,174282601312281,01-742826-01-10,1804,20963537,110,Barcode/datamatrix code quality NOK,488,0.995
11/14/2025,early,174137401856379,01-741374-01-20,2513,20963452,220,Barcode/datamatrix code quality NOK,488,15.058
4/19/2026,early,100792205795559,01-007922-05-10,1794,20963045,40,Final Test Radar NOK,635,20.526
3/4/2026,early,174056704172623,01-740567-04-00,1812,20963887,190,Automatical optical check NOK,275,15.681
11/27/2025,night,174056904133670,01-740569-04-00,1806,20963741,50,MES Error,640,15.658
3/22/2026,Late,174137401318097,01-741374-01-10,1792,20963240,20,Machine system error Label Verification,644,15.614
3/1/2026,night,100792205508783,01-007922-05-10,1813,20963712,90,Final Test Radar NOK,635,20.514
11/24/2025,late,174282301793722,01-742823-01-00,2026,20963245,20,Solder paste inspection NOK,680,15.41
3/3/2026,late,174056804544150,01-740568-04-00,2026,20963114,40,Machine system error Label Verification,644,11.654
12/21/2025,night,174137501429445,01-741375-01-00,1792,20963611,100,Final Test Radar NOK,635,15.833
3/31/2026,late,100792205335097,01-007922-05-10,1792,20963183,80,Final Test Radar NOK,635,20.503
4/7/2026,late,100792205156590,01-007922-05-10,2010,20963712,250,MES Error,640,20.497
4/1/2026,night,100792205124240,01-007922-05-10,1812,20963685,260,MES Error,640,20.44
3/6/2026, late,174282301924584,01-742823-01-00,2026,20963114,100,Machine system error test chamber,642,15.474
1/16/2026,night,174057004711520,01-740570-04-00,2512,20963933,180,Final Test Radar NOK,635,17.203
3/16/2026,early,174137401934328,01-741374-01-20,2026,20963846,80,Milling NOK,638,15.132
4/2/2026,LATE,174282401567785,01-742824-01-10,1804,20963304,220,Final Test Radar NOK,635,15.235
11/9/2025,night,174137501202161,01-741375-01-00,2010,20963243,230,AOI NOK,275,15.907
11/13/2025,late,100814205265039,01-008142-05-10,1802,20963253,240,Solder paste inspection NOK,680,20.462
11/16/2025,late,100792205564023,01-007922-05-10,1804,20963685,190,,,20.515
4/28/2026,night,174137501363076,01-741375-01-00,2026,20963243,180,Final Test Radar NOK,635,15.879
4/29/2026, late,174057004106550,01-740570-04-00,2513,20963364,40,Automatical optical check NOK,275,17.284
1/14/2026,night,174137401281150,01-741374-01-20,1814,20963846,100,Final Test Radar NOK,635,15.119
3/15/2026,night,174137401566423,01-741374-01-10,1792,20963623,60,Final Test Radar NOK,635,15.642
12/18/2025,night,174137501898987,01-741375-01-00,1814,20963611,360,Final Test Radar NOK,635,15.888
2/14/2026,early,100814205981495,01-008142-05-10,1807,20963253,300,Final Test Radar NOK,635,20.46
3/1/2026,early,174056804481914,01-740568-04-00,2026,20963114,70,,633,11.656
11/7/2025,Night,174282301652447,01-742823-01-00,2483,20963767,230,Final Test Radar NOK,635,15.387
1/13/2026,early,174056904510164,01-740569-04-00,1806,20963569,110,Automatical optical check NOK,275,15.635
2/7/2026,late,174282301490527,01-742823-01-00,2483,20963767,180,Final Test Radar NOK,635,15.395
2/1/2026,night,100792205591534,01-007922-05-10,2010,20963712,70,Final Test Radar NOK,635,20.489
4/8/2026,night,100792205612295,01-007922-05-10,1795,20963045,250,Machine system error Label Verification,644,20.494
4/24/2026,night,174056804194693,01-740568-04-00,2026,20963797,60,Final Test Radar NOK,635,11.611
3/30/2026, late,174056904478083,01-740569-04-00,2010,20963674,300,Machine system error test chamber,642,15.67
12/29/2025,early,174282401817621,01-742824-01-10,1794,20963797,250,Communication to PCBA failed,607,15.189
12/3/2025,early,100792205196753,01-007922-05-10,1794,20963685,300,Communication to PCBA failed,607,20.469
3/17/2026,Night,174056704714483,01-740567-04-00,1802,20963240,120,Final Test Radar NOK,635,15.642
4/19/2026,late,174056904825621,01-740569-04-00,2513,20963774,120,Final Test Radar NOK,635,15.66
1/11/2026,late,174056704216424,01-740567-04-00,2513,20963452,60,Automatical optical check NOK,275,15.688
1/16/2026,late,100814205630188,01-008142-05-10,1795,20963797,50,Check of fault status NOK,612,20.504
2/21/2026,night,174056804372871,01-740568-04-00,1806,20963964,120,,,
4/19/2026,late,174056804548614,01-740568-04-00,1806,20963578,190,Final Test Radar NOK,635,11.651
2/19/2026,night,174137401172813,01-741374-01-10,1807,20963638,260,,,15.622
12/6/2025,night,174137401115649,01-741374-01-20,2010,20963653,180,,640,15.137
11/30/2025,early,174137501756359,01-741375-01-00,1795,20963301,90,Final Test Radar NOK,635,15.901
4/24/2026,Night,174282501570627,01-742825-01-00,1794,20963320,250,MES Error,640,2.601
11/17/2025,late,174282601223586,01-742826-01-10,1808,20963797,110,AOI NOK,275,0.971
12/14/2025,late,100814205122755,01-008142-05-10,1812,20963797,260,Machine system error test chamber,642,20.496
4/7/2026,night,174282301516798,01-742823-01-00,1814,20963245,230,Barcode/datamatrix code quality NOK,488,15.462
12/29/2025,NIGHT,174056704536857,01-740567-04-00,2483,20963653,100,Barcode/datamatrix code quality NOK,488,15.611
12/2/2025,late,174056804146038,01-740568-04-00,1806,20963964,120,Machine system error Label Verification,644,11.687
3/14/2026,late,174282501686311,01-742825-01-00,2010,20963066,360,Machine system error Label Verification,644,2.538
4/12/2026,night,174056904918950,01-740569-04-00,1808,20963741,240,Machine system error test chamber,642,15.618
2/22/2026,late,174056904856169,01-740569-04-00,2026,20963741,240,Connection Error,602,15.707
11/28/2025,early,174056704364955,01-740567-04-00,1804,20963119,220,Final Test Radar NOK,635,15.617
11/6/2025,late,174137501790666,01-741375-01-00,1806,20963243,30,MES Error,640,15.898
3/29/2026,late,174137401171523,01-741374-01-20,2513,20963452,190,MES Error,640,15.111
4/8/2026,night,100814205877939,01-008142-05-10,2512,20963253,190,Machine system error Label Verification,644,20.464
1/20/2026,late,100792205205428,01-007922-05-10,1804,20963685,20,Machine system error Label Verification,644,20.538
1/16/2026,night,174282401964947,01-742824-01-10,1794,20963248,180,Solder paste inspection NOK,680,15.173
2/6/2026,night,174137401829928,01-741374-01-10,1804,20963638,190,,,15.642
3/21/2026,LATE,174057004660737,01-740570-04-00,2512,20963933,220,Machine system error Label Verification,644,17.262
11/18/2025,Night,100792205527082,01-007922-05-10,1813,20963045,90,Final Test Radar NOK,635,20.474
12/24/2025,early,100792205187025,01-007922-05-10,2026,20963685,120,Barcode/datamatrix code quality NOK,488,20.484
2/21/2026,LATE,174056804768460,01-740568-04-00,1804,20963964,250,MES Error,640,11.622
1/10/2026,EARLY,174057004180783,01-740570-04-00,1807,20963100,230,Final Test Radar NOK,635,17.212
11/13/2025,late,174056904668969,01-740569-04-00,2512,20963050,220,Automatical optical check NOK,275,15.652
3/26/2026,late,174056804469166,01-740568-04-00,1802,20963114,70,,635,11.647
2/24/2026,late,100814205741780,01-008142-05-10,1795,20963253,110,Final Test Radar NOK,635,20.482
4/11/2026,late,174137401741390,01-741374-01-20,1792,20963848,260,Final Test Radar NOK,635,15.143
4/24/2026,late,174137401156136,01-741374-01-20,2026,20963452,60,Final Test Radar NOK,635,15.117
3/24/2026,early,174137501507062,01-741375-01-00,1792,20963611,260,Final Test Radar NOK,635,15.85
4/15/2026,late,174137501463629,01-741375-01-00,2513,20963611,360,Solder paste inspection NOK,680,15.875
11/11/2025,late,174137401874814,01-741374-01-10,2026,20963623,260,Process error,596,15.705
3/1/2026,late,174056904217984,01-740569-04-00,2483,20963674,60,Barcode/datamatrix code quality NOK,488,15.667
4/1/2026,night,100792205704623,01-007922-05-10,1808,20963045,240,Final Test Radar NOK,635,20.471
