DATE_CREATED,SHIFT_NAME,PART_SERIAL_NUMBER,MATERIAL_R3,MACHINE_ID,PRODUCTION_ORDER_ID,SEQUENCE,DESCRIPTION,CODE,MATERIAL_COST
2025-11-05,late,174282501602165,01-742825-01-00,1795,20963066,120,Final Test Radar NOK,635,2.580
2025-11-05,night,100814205156016,01-008142-05-10,2483,20963797,240,Miscellaneous Defects,129,20.491
2025-11-05,night,174056704371330,01-740567-04-00,1807,20963452,40,Machine system error test chamber,642,15.695
2025-11-05,night,174056904214675,01-740569-04-00,1806,20963301,90,Machine system error test chamber,642,15.627
2025-11-05,night,174057004513960,01-740570-04-00,1804,20963933,120,Electrical fault,25,17.248
2025-11-05,night,174282601488968,01-742826-01-10,1808,20963537,120,Final Test Radar NOK,635,NULL
2025-11-06,early,100792205579873,01-007922-05-10,1804,20963183,250,MES Error,640,20.506
2025-11-06,early,174282301904016,01-742823-01-00,2483,20963119,40,Barcode/datamatrix code quality NOK,488,15.442
2025-11-06,early,174282601232981,01-742826-01-10,1795,20963848,100,Final Test Radar NOK,635,NULL
2025-11-06,late,100792205229090,01-007922-05-10,2026,20963223,20,MES Error,640,20.527
2025-11-06,late,100814205293751,01-008142-05-10,1795,20963797,60,Machine system error test chamber,642,20.500
2025-11-06,late,174056704626392,01-740567-04-00,2010,20963685,90,Final Test Radar NOK,635,15.709
2025-11-06,late,174056904242291,01-740569-04-00,2512,20963741,70,Automatical optical check NOK,275,15.643
2025-11-06,late,174056904690913,01-740569-04-00,2010,20963050,110,Final Test Radar NOK,635,15.704
2025-11-06,late,174137401138449,01-741374-01-20,1802,20963848,120,Automatical optical check NOK,275,15.124
2025-11-06,late,174137501790666,01-741375-01-00,1806,20963243,30,MES Error,640,15.898
2025-11-06,night,100792205713566,01-007922-05-10,2026,20963304,70,Automatical optical check NOK,275,20.459
2025-11-06,night,174056904930895,01-740569-04-00,1804,20963569,30,Barcode/datamatrix code quality NOK,488,15.664
2025-11-06,night,174282401860351,01-742824-01-10,1806,20963050,60,Solder paste inspection NOK,680,15.179
2025-11-07,early,174056904509913,01-740569-04-00,2483,20963050,60,Automatical optical check NOK,275,NULL
2025-11-07,early,174282401894798,01-742824-01-10,1802,20963304,230,Miscellaneous Defects,129,15.244
2025-11-07,early,174282601169045,01-742826-01-10,1802,20963109,100,Final Test Radar NOK,635,1.008
2025-11-07,late,174056804956401,01-740568-04-00,1795,20963578,230,Automatical optical check NOK,275,11.624
2025-11-07,late,174056904938501,01-740569-04-00,1807,20963569,220,Automatical optical check NOK,275,15.657
2025-11-07,late,174137401300924,01-741374-01-20,1802,20963452,30,Machine system error Label Verification,644,15.114
2025-11-07,late,174282401380746,01-742824-01-10,1795,20963248,80,Machine system error Label Verification,644,15.238
2025-11-07,late,174282501481511,01-742825-01-00,1802,20963066,240,Final Test Radar NOK,635,2.592
2025-11-07,night,100792205165431,01-007922-05-10,2010,20963223,220,MES Error,640,20.461
2025-11-07,night,100814205318552,01-008142-05-10,1812,20963119,360,Final Test Radar NOK,635,20.458
2025-11-07,night,174056804413249,01-740568-04-00,2513,20963964,20,MES Error,640,11.600
2025-11-07,night,174056904983852,01-740569-04-00,2483,20963674,50,Automatical optical check NOK,275,15.631
2025-11-07,night,174137401917241,01-741374-01-10,1813,20963638,70,MES Error,640,15.653
2025-11-07,night,174282301652447,01-742823-01-00,2483,20963767,230,Final Test Radar NOK,635,15.387
2025-11-07,night,174282601432468,01-742826-01-10,1808,20963109,110,Machine system error Label Verification,644,1.002
2025-11-08,early,100814205222504,01-008142-05-10,1814,20963240,180,Solder paste inspection NOK,680,20.500
2025-11-08,early,174056904927895,01-740569-04-00,1806,20963741,190,MES Error,640,15.621
2025-11-08,early,174137501728605,01-741375-01-00,1795,20963301,260,Final Test Radar NOK,635,15.907
2025-11-08,early,174137501857886,01-741375-01-00,1804,20963611,240,Automatical optical check NOK,275,15.834
2025-11-08,late,174056804943019,01-740568-04-00,2513,20963964,250,MES Error,640,11.615
2025-11-08,late,174056804993631,01-740568-04-00,2512,20963114,300,Machine system error test chamber,642,11.604
2025-11-08,late,174056904394475,01-740569-04-00,2512,20963050,120,Final Test Radar NOK,635,15.694
2025-11-08,late,174137401519675,01-741374-01-20,1802,20963846,220,Automatical optical check NOK,275,15.094
2025-11-08,late,174137401926045,01-741374-01-20,1794,20963638,190,Automatical optical check NOK,275,15.115
2025-11-08,night,100814205478599,01-008142-05-10,1794,20963797,20,Solder paste inspection NOK,680,20.458
2025-11-08,night,174056704841309,01-740567-04-00,1807,20963685,20,Heat stacking NOK,621,15.708
2025-11-08,night,174056904665892,01-740569-04-00,2513,20963741,60,Final Test Radar NOK,635,15.649
2025-11-08,night,174056904919924,01-740569-04-00,1814,20963050,190,Final Test Radar NOK,635,15.686
2025-11-08,night,174282401831069,01-742824-01-10,1792,20963304,110,Final Test Radar NOK,635,15.152
2025-11-09,early,100792205260044,01-007922-05-10,1804,20963685,250,Final Test Radar NOK,635,NULL
2025-11-09,early,100792205358477,01-007922-05-10,1794,20963712,230,Final Test Radar NOK,635,20.473
2025-11-09,early,174057004807287,01-740570-04-00,1808,20963100,70,Automatical optical check NOK,275,17.203
2025-11-09,early,174282401665979,01-742824-01-10,1807,20963248,30,Barcode/datamatrix code quality NOK,488,15.200
2025-11-09,early,174282601456589,01-742826-01-10,2513,20963537,90,MES Error,640,1.001
2025-11-09,late,174056704332060,01-740567-04-00,1806,20963452,260,Dispensing sealant NOK,633,15.688
2025-11-09,late,174137401632261,01-741374-01-20,1808,20963452,180,MES Error,640,15.098
2025-11-09,late,174282401214466,01-742824-01-10,1795,20963304,250,MES Error,640,15.161
2025-11-09,night,174056804813080,01-740568-04-00,1813,20963578,90,Machine system error test chamber,642,11.650
2025-11-09,night,174137501202161,01-741375-01-00,2010,20963243,230,Automatical optical check NOK,275,15.907
2025-11-09,night,174282401424745,01-742824-01-10,2512,20963304,120,Final Test Radar NOK,635,15.198
2025-11-09,night,174282601191305,01-742826-01-10,1814,20963109,230,Miscellaneous Defects,129,0.930
2025-11-10,early,174056704181207,01-740567-04-00,1802,20963611,120,Final Test Radar NOK,635,15.649
2025-11-10,late,174056704260669,01-740567-04-00,2483,20963887,20,Final Test Radar NOK,635,15.617
2025-11-10,late,174056904798914,01-740569-04-00,2512,20963774,50,Final Test Radar NOK,635,15.614
2025-11-10,late,174282401954894,01-742824-01-10,1804,20963248,230,Machine system error Label Verification,644,15.156
2025-11-10,late,174282501774705,01-742825-01-00,1812,20963109,230,MES Error,640,2.596
2025-11-10,late,174282601111256,01-742826-01-10,2512,20963537,60,Barcode/datamatrix code quality NOK,488,0.944
2025-11-10,night,174056704135217,01-740567-04-00,1812,20963887,20,Dispensing sealant NOK,633,15.630
2025-11-10,night,174137401477360,01-741374-01-20,1813,20963848,240,Final Test Radar NOK,635,15.133
2025-11-10,night,174137401551289,01-741374-01-20,1794,20963537,60,MES Error,640,15.085
2025-11-10,night,174137501986345,01-741375-01-00,1812,20963243,260,Final Test Radar NOK,635,15.882
2025-11-10,night,174282401869390,01-742824-01-10,1794,20963248,110,Final Test Radar NOK,635,15.214
2025-11-11,early,100792205962458,01-007922-05-10,1795,20963223,230,MES Error,640,20.471
2025-11-11,early,174056704716881,01-740567-04-00,1792,20963452,50,MES Error,640,15.614
2025-11-11,early,174056704967466,01-740567-04-00,1804,20963452,100,MES Error,640,15.709
2025-11-11,early,174056904551226,01-740569-04-00,2010,20963848,20,Automatical optical check NOK,275,15.645
2025-11-11,early,174137501265722,01-741375-01-00,1792,20963301,240,Machine system error test chamber,642,15.832
2025-11-11,late,174056804524209,01-740568-04-00,2513,20963964,70,Final Test Radar NOK,635,11.684
2025-11-11,late,174056904628376,01-740569-04-00,1807,20963364,40,Automatical optical check NOK,275,15.691
2025-11-11,late,174057004785173,01-740570-04-00,2483,20963933,40,Solder paste inspection NOK,680,17.219
2025-11-11,late,174137401874814,01-741374-01-10,2026,20963623,260,Process error,596,15.705
2025-11-11,late,174137501841870,01-741375-01-00,1808,20963611,360,Final Test Radar NOK,635,15.891
2025-11-11,late,174282301458633,01-742823-01-00,1813,20963245,70,Heat stacking NOK,621,15.415
2025-11-11,late,174282301757966,01-742823-01-00,1802,20963767,20,Miscellaneous Defects,129,15.390
2025-11-11,night,100792205254850,01-007922-05-10,1813,20963712,20,Final Test Radar NOK,635,20.509
2025-11-11,night,100792205326106,01-007922-05-10,1812,20963183,110,Final Test Radar NOK,635,20.461
2025-11-11,night,174056804184100,01-740568-04-00,1802,20963253,30,Automatical optical check NOK,275,11.642
2025-11-12,early,174057004894573,01-740570-04-00,2513,20963100,20,Final Test Radar NOK,635,17.226
2025-11-12,early,174137401237064,01-741374-01-20,1807,20963452,190,Final Test Radar NOK,635,15.119
2025-11-12,late,174056704966492,01-740567-04-00,1802,20963887,250,Automatical optical check NOK,275,15.616
2025-11-12,late,174056804916634,01-740568-04-00,1812,20963114,110,Miscellaneous Defects,129,11.644
2025-11-12,late,174056904989980,01-740569-04-00,1804,20963767,110,MES Error,640,15.624
2025-11-12,late,174282301886512,01-742823-01-00,1804,20963245,20,Miscellaneous Defects,129,15.459
2025-11-12,night,174056704337232,01-740567-04-00,1814,20963452,110,Final Test Radar NOK,635,15.690
2025-11-12,night,174056704746054,01-740567-04-00,1813,20963653,50,Barcode/datamatrix code quality NOK,488,15.624
2025-11-12,night,174056804950297,01-740568-04-00,1802,20963114,250,Automatical optical check NOK,275,11.632
2025-11-12,night,174137401557019,01-741374-01-20,2010,20963452,110,Machine system error Label Verification,644,15.139
2025-11-12,night,174282501254679,01-742825-01-00,1812,20963119,40,Connection Error,602,2.554
2025-11-13,early,174057004228356,01-740570-04-00,2026,20963100,100,Machine system error test chamber,642,NULL
2025-11-13,early,174137501884330,01-741375-01-00,1806,20963243,260,Final Test Radar NOK,635,NULL
2025-11-13,early,174282601566794,01-742826-01-10,1813,20963537,220,Final Test Radar NOK,635,1.003
2025-11-13,late,100814205265039,01-008142-05-10,1802,20963253,240,Solder paste inspection NOK,680,20.462
2025-11-13,late,100814205835132,01-008142-05-10,1813,20963253,220,Automatical optical check NOK,275,20.470
2025-11-13,late,174056704725606,01-740567-04-00,1812,20963452,90,Final Test Radar NOK,635,15.685
2025-11-13,late,174056904404955,01-740569-04-00,2512,20963741,250,Solder paste inspection NOK,680,15.662
2025-11-13,late,174056904668969,01-740569-04-00,2512,20963050,220,Automatical optical check NOK,275,15.652
2025-11-13,late,174137401601903,01-741374-01-20,2512,20963846,70,Final Test Radar NOK,635,15.127
2025-11-13,late,174137501659920,01-741375-01-00,2483,20963611,70,MES Error,640,15.896
2025-11-13,night,100814205260596,01-008142-05-10,2010,20963797,220,MES Error,640,20.514
2025-11-13,night,174056904560523,01-740569-04-00,1807,20963364,20,Final Test Radar NOK,635,15.636
2025-11-13,night,174056904564971,01-740569-04-00,1804,20963774,40,Final Test Radar NOK,635,15.622
2025-11-13,night,174137401250169,01-741374-01-20,1792,20963452,110,Automatical optical check NOK,275,15.139
2025-11-14,early,100792205855408,01-007922-05-10,1792,20963223,30,Final Test Radar NOK,635,20.484
2025-11-14,early,174056904718902,01-740569-04-00,2010,20963741,190,Final Test Radar NOK,635,15.690
2025-11-14,early,174137401503093,01-741374-01-10,1795,20963320,80,Final Test Radar NOK,635,15.668
2025-11-14,early,174137401856379,01-741374-01-20,2513,20963452,220,Barcode/datamatrix code quality NOK,488,15.058
2025-11-14,early,174137501954518,01-741375-01-00,1813,20963611,300,Final Test Radar NOK,635,15.902
2025-11-14,late,174137401499783,01-741374-01-20,1806,20963848,240,Milling NOK,638,15.070
2025-11-14,late,174137401643719,01-741374-01-20,1792,20963848,70,Final Test Radar NOK,635,15.136
2025-11-14,late,174137501358462,01-741375-01-00,2512,20963611,250,MES Error,640,15.892
2025-11-14,late,174137501767399,01-741375-01-00,2513,20963611,70,Machine system error Label Verification,644,15.842
2025-11-14,night,100814205494388,01-008142-05-10,1795,20963653,300,Automatical optical check NOK,275,20.450
2025-11-14,night,174056704263860,01-740567-04-00,2010,20963452,180,Automatical optical check NOK,275,15.661
2025-11-14,night,174137401532232,01-741374-01-10,1795,20963364,30,Automatical optical check NOK,275,15.680
2025-11-14,night,174137401676710,01-741374-01-20,1814,20963848,20,Automatical optical check NOK,275,15.084
2025-11-14,night,174137401741332,01-741374-01-10,2513,20963245,110,Electrical fault,25,15.624
2025-11-14,night,174137501620230,01-741375-01-00,1802,20963243,60,Automatical optical check NOK,275,15.914
2025-11-15,early,174056704124906,01-740567-04-00,2512,20963887,120,Miscellaneous Defects,129,15.619
2025-11-15,early,174282301809176,01-742823-01-00,2026,20963452,260,Final Test Radar NOK,635,15.389
2025-11-15,late,100814205162197,01-008142-05-10,1813,20963253,120,Miscellaneous Defects,129,20.511
2025-11-15,late,174056804249458,01-740568-04-00,1806,20963964,50,Miscellaneous Defects,129,11.680
2025-11-15,late,174137401593233,01-741374-01-10,2512,20963623,220,Automatical optical check NOK,275,NULL
2025-11-15,late,174137401906731,01-741374-01-20,2483,20963848,120,Final Test Radar NOK,635,15.066
2025-11-15,late,174137501699252,01-741375-01-00,2026,20963301,110,lower limit violation,819,15.859
2025-11-15,late,174282401139434,01-742824-01-10,1794,20963248,180,Final Test Radar NOK,635,15.158
2025-11-15,late,174282501335513,01-742825-01-00,1795,20963320,50,Final Test Radar NOK,635,2.600
2025-11-15,night,174057004292148,01-740570-04-00,1802,20963100,360,Machine Error,599,17.244
2025-11-15,night,174137401455423,01-741374-01-20,1808,20963848,300,Final Test Radar NOK,635,15.092
2025-11-15,night,174137401500542,01-741374-01-10,1792,20963248,120,Automatical optical check NOK,275,15.635
2025-11-15,night,174282501859489,01-742825-01-00,1807,20963066,240,Final Test Radar NOK,635,NULL
2025-11-15,night,174282601566732,01-742826-01-10,1795,20963109,120,Final Test Radar NOK,635,0.991
2025-11-16,early,174056704466813,01-740567-04-00,1813,20963066,190,Barcode/datamatrix code quality NOK,488,15.670
2025-11-16,late,100792205871501,01-007922-05-10,1794,20963223,250,Final Test Radar NOK,635,20.529
2025-11-16,late,174137501989548,01-741375-01-00,2513,20963301,190,Miscellaneous Defects,129,15.857
2025-11-16,late,174282401230738,01-742824-01-10,1812,20963933,40,Final Test Radar NOK,635,15.153
2025-11-16,night,100792205289923,01-007922-05-10,1804,20963685,360,Automatical optical check NOK,275,20.457
2025-11-16,night,100814205528631,01-008142-05-10,1792,20963253,120,Solder paste inspection NOK,680,20.465
2025-11-16,night,174282601164872,01-742826-01-10,1808,20963109,360,Machine system error Label Verification,644,0.995
2025-11-17,early,174056704868661,01-740567-04-00,1807,20963653,220,Machine system error Label Verification,644,15.702
2025-11-17,early,174056904289214,01-740569-04-00,1808,20963364,180,Final Test Radar NOK,635,15.677
2025-11-17,early,174056904848244,01-740569-04-00,2512,20963569,60,MES Error,640,NULL
2025-11-17,early,174057004447611,01-740570-04-00,1795,20963933,120,Final Test Radar NOK,635,17.210
2025-11-17,early,174057004821819,01-740570-04-00,1807,20963100,90,Machine system error test chamber,642,17.282
2025-11-17,early,174137401729510,01-741374-01-20,2513,20963848,110,MES Error,640,15.102
2025-11-17,early,174137501978302,01-741375-01-00,2513,20963301,220,Final Test Radar NOK,635,15.844
2025-11-17,late,100814205901276,01-008142-05-10,1807,20963253,90,Final Test Radar NOK,635,20.505
2025-11-17,late,174056904966754,01-740569-04-00,2026,20963100,230,Final Test Radar NOK,635,15.668
2025-11-17,late,174137401809952,01-741374-01-10,1795,20963623,250,Final Test Radar NOK,635,15.629
2025-11-17,late,174137501310541,01-741375-01-00,1804,20963114,250,Miscellaneous Defects,129,15.867
2025-11-17,late,174137501436574,01-741375-01-00,1807,20963301,260,Final Test Radar NOK,635,15.906
2025-11-17,late,174282601223586,01-742826-01-10,1808,20963797,110,Automatical optical check NOK,275,0.971
2025-11-17,late,174282601597667,01-742826-01-10,1814,20963452,40,Solder paste inspection NOK,680,0.996
2025-11-17,night,174056704376864,01-740567-04-00,1804,20963066,220,Solder paste inspection NOK,680,NULL
2025-11-17,night,174056804198080,01-740568-04-00,1812,20963578,100,Final Test Radar NOK,635,11.655
2025-11-17,night,174056804677482,01-740568-04-00,2010,20963114,30,Dispensing sealant NOK,633,11.630
2025-11-18,early,100792205483727,01-007922-05-10,2513,20963045,80,Final Test Radar NOK,635,20.489
2025-11-18,early,100792205786134,01-007922-05-10,2512,20963223,70,Machine Error,599,20.449
2025-11-18,early,174056704963994,01-740567-04-00,2483,20963119,240,Machine system error test chamber,642,15.697
2025-11-18,early,174137501970840,01-741375-01-00,1804,20963611,260,Final Test Radar NOK,635,15.908
2025-11-18,late,100792205212745,01-007922-05-10,1814,20963223,120,Solder paste printing missing,623,20.451
2025-11-18,late,100792205566339,01-007922-05-10,2010,20963183,100,Automatical optical check NOK,275,20.483
2025-11-18,late,174056704221552,01-740567-04-00,2026,20963653,250,Electrical fault,25,15.676
2025-11-18,late,174056704955792,01-740567-04-00,1792,20963887,30,Final Test Radar NOK,635,15.698
2025-11-18,late,174056904266786,01-740569-04-00,1802,20963050,100,Final Test Radar NOK,635,15.634
2025-11-18,night,100792205527082,01-007922-05-10,1813,20963045,90,Final Test Radar NOK,635,20.474
2025-11-18,night,174056904512077,01-740569-04-00,2010,20963364,110,Automatical optical check NOK,275,15.680
2025-11-18,night,174137401102288,01-741374-01-20,2483,20963846,300,Automatical optical check NOK,275,15.138
2025-11-18,night,174137401160326,01-741374-01-10,2512,20963623,120,Solder paste inspection NOK,680,15.649
2025-11-18,night,174137401956505,01-741374-01-10,1806,20963623,70,Final Test Radar NOK,635,15.682
2025-11-18,night,174137401971044,01-741374-01-10,1795,20963623,60,Machine system error test chamber,642,15.640
2025-11-18,night,174282301770556,01-742823-01-00,1792,20963047,30,Final Test Radar NOK,635,15.404
2025-11-19,late,100792205503951,01-007922-05-10,1792,20963712,110,Final Test Radar NOK,635,20.479
2025-11-19,late,100792205858386,01-007922-05-10,1813,20963045,100,Final Test Radar NOK,635,20.515
2025-11-19,night,100814205813696,01-008142-05-10,1804,20963253,90,Press fit NOK,620,20.484
2025-11-19,night,174137401628040,01-741374-01-20,1802,20963452,250,Label position NOK,564,15.052
2025-11-19,night,174137401676363,01-741374-01-20,2513,20963848,60,Automatical optical check NOK,275,15.093
2025-11-19,night,174282401732819,01-742824-01-10,1808,20963304,250,Final Test Radar NOK,635,15.221
2025-11-20,early,100792205497024,01-007922-05-10,1802,20963685,50,Connection Error,602,20.493
2025-11-20,early,100814205546120,01-008142-05-10,2513,20963245,70,Machine system error test chamber,642,20.539
2025-11-20,early,174056804654527,01-740568-04-00,1807,20963964,80,Final Test Radar NOK,635,11.617
2025-11-20,early,174137401256130,01-741374-01-10,1792,20963623,50,Final Test Radar NOK,635,15.664
2025-11-20,late,174282501478136,01-742825-01-00,2513,20963066,20,Final Test Radar NOK,635,2.570
2025-11-20,night,100792205254261,01-007922-05-10,1813,20963045,300,MES Error,640,20.499
2025-11-20,night,100814205521326,01-008142-05-10,1792,20963304,20,Solder paste inspection NOK,680,20.452
2025-11-20,night,100814205521326,01-008142-05-10,1804,20963304,20,Solder paste inspection NOK,680,20.452
2025-11-20,night,174056804389068,01-740568-04-00,1814,20963050,260,Automatical optical check NOK,275,11.680
2025-11-20,night,174056804629778,01-740568-04-00,2026,20963578,30,Automatical optical check NOK,275,11.606
2025-11-20,night,174056904504048,01-740569-04-00,1807,20963223,80,Machine system error test chamber,642,15.676
2025-11-20,night,174056904504048,01-740569-04-00,2513,20963223,80,Machine system error test chamber,642,15.676
2025-11-20,night,174056904742191,01-740569-04-00,2026,20963741,70,Miscellaneous Defects,129,15.698
2025-11-20,night,174057004460572,01-740570-04-00,2483,20963933,100,Final Test Radar NOK,635,17.255
2025-11-20,night,174282301300553,01-742823-01-00,1804,20963301,230,Solder paste inspection NOK,680,15.435
2025-11-20,night,174282401552762,01-742824-01-10,2483,20963248,240,Machine system error Label Verification,644,15.210
2025-11-21,early,174056804578145,01-740568-04-00,2512,20963578,20,Automatical optical check NOK,275,11.695
2025-11-21,early,174056904117393,01-740569-04-00,2512,20963050,70,Final Test Radar NOK,635,15.613
2025-11-21,early,174057004764000,01-740570-04-00,1802,20963047,230,MES Error,640,17.256
2025-11-21,late,100792205884118,01-007922-05-10,1813,20963685,40,X-Ray inspection (AXI) NOK,616,NULL
2025-11-21,late,174056704330074,01-740567-04-00,1813,20963119,100,Press fit NOK,620,15.613
2025-11-21,late,174056704560823,01-740567-04-00,2483,20963887,100,Solder paste inspection NOK,680,15.616
2025-11-21,late,174056804166994,01-740568-04-00,1813,20963964,240,Automatical optical check NOK,275,11.670
2025-11-21,late,174056904429287,01-740569-04-00,2483,20963741,50,Machine system error Label Verification,644,15.646
2025-11-21,late,174137501972957,01-741375-01-00,1794,20963452,120,Machine system error test chamber,642,15.899
2025-11-21,late,174282601309422,01-742826-01-10,2010,20963623,180,Automatical optical check NOK,275,1.009
2025-11-21,night,100792205123329,01-007922-05-10,2483,20963045,300,Automatical optical check NOK,275,20.502
2025-11-21,night,100792205713805,01-007922-05-10,1812,20963183,100,Machine system error Label Verification,644,20.482
2025-11-21,night,174056704475351,01-740567-04-00,2512,20963653,220,Automatical optical check NOK,275,15.665
2025-11-21,night,174056704833832,01-740567-04-00,1813,20963452,20,Solder paste inspection NOK,680,15.620
2025-11-21,night,174056904203365,01-740569-04-00,1802,20963364,50,Final Test Radar NOK,635,15.646
